=== softmax trace+probe run_id=1xhhbu2w train_id=pjmvisza ===


########################################
# CHECKPOINT EPISODE 0
########################################
[t=000 ep=00] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=007 ep=03] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=008 ep=03] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=009 ep=03] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=010 ep=04] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=011 ep=04] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=012 ep=05] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=013 ep=05] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.8500000238418579, 0.15000000596046448]
[t=014 ep=05] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=015 ep=05] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=016 ep=06] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=017 ep=06] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=018 ep=06] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=019 ep=07] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=020 ep=07] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=021 ep=08] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=022 ep=08] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=023 ep=09] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=024 ep=09] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=025 ep=10] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=026 ep=10] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=027 ep=10] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=028 ep=11] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=029 ep=11] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=030 ep=11] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=031 ep=12] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=032 ep=12] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=033 ep=12] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=034 ep=13] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=035 ep=13] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=036 ep=14] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=037 ep=14] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=038 ep=14] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=039 ep=15] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
[t=040 ep=15] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
[t=041 ep=15] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.994534432888031, 0.005465586669743061]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=042 ep=16] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=043 ep=16] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=044 ep=17] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=045 ep=17] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=046 ep=18] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=047 ep=18] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=048 ep=19] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=049 ep=19] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=050 ep=20] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=051 ep=20] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=052 ep=21] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=053 ep=21] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=054 ep=22] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=055 ep=22] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=056 ep=23] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=057 ep=23] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=058 ep=24] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=059 ep=24] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.15000000596046448, 0.8500000238418579]
[t=060 ep=24] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=061 ep=24] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.14999999105930328, 0.8500000238418579]
[t=062 ep=24] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.4999999701976776, 0.5]
[t=063 ep=24] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.14999999105930328, 0.8500000238418579]
[t=064 ep=24] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=2(OPEN_RIGHT)[greedy] | r=-100.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.14999999105930328, 0.8500000238418579]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=065 ep=25] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=066 ep=25] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=067 ep=26] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=068 ep=26] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=069 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.5, 0.5]
[t=070 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.15000000596046448, 0.8500000238418579]
[t=071 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=072 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.005465586669743061, 0.994534432888031]
[t=073 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.0009688762365840375, 0.999031126499176]
[t=074 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.005465586204081774, 0.994534432888031]
[t=075 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.0009688761783763766, 0.999031126499176]
[t=076 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.00017111467604991049, 0.9998288750648499]
[t=077 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[3.0200963010429405e-05, 0.9999697804450989]
[t=078 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.00017111467604991049, 0.9998288750648499]
[t=079 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[3.0200963010429405e-05, 0.9999697804450989]
[t=080 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[5.329714440449607e-06, 0.999994695186615]
[t=081 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[9.405419518770941e-07, 0.9999990463256836]
[t=082 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[1.6597812191321282e-07, 0.9999998211860657]
[t=083 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[2.92902608833856e-08, 1.0]
[t=084 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[5.16886933255023e-09, 1.0]
[t=085 ep=27] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[5.16886933255023e-09, 1.0]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=086 ep=28] state={"_env_class": "Tiger", "tiger_left": false, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=087 ep=28] state={"_env_class": "Tiger", "tiger_left": false, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=+10.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=1 vec=[0.0, 1.0, 0.0] belief=dim=2 full=[0.15000000596046448, 0.8500000238418579] ---
[t=088 ep=29] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=1 vec=[0.0, 1.0, 0.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
[t=089 ep=29] state={"_env_class": "Tiger", "tiger_left": true, "terminal": true} | a=1(OPEN_LEFT)[greedy] | r=-100.0000 done=True | obs=argmax=2 vec=[0.0, 0.0, 1.0] | belief=dim=2 full=[0.030201341956853867, 0.9697986841201782]
--- reset -> obs=argmax=0 vec=[1.0, 0.0, 0.0] belief=dim=2 full=[0.8500000238418579, 0.15000000596046448] ---
[t=090 ep=30] state={"_env_class": "Tiger", "tiger_left": true, "terminal": false} | a=0(LISTEN)[greedy] | r=-1.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0] | belief=dim=2 full=[0.9697986841201782, 0.030201341956853867]
